,game_name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
2944,NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,73.0,5.3
2945,NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31,73.0,6.2
2946,NBA Live 08,Wii,2007,Sports,Electronic Arts,0.14,0.0,0.0,0.01,0.16,52.0,7.1
2947,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71,77.0,7.4
2948,NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,75.0,7.8
2951,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,5.9
2952,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,84.0,8.1
2953,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,85.0,7.6
2954,NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0.0,0.01,0.45,83.0,6.7
2955,NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,80.0,8.2
2956,NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15,81.0,6.5
2957,NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,8.7
2958,NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,8.9
2959,NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29,88.0,8.4
2960,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,75.0,8.5
2962,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,5.6
2964,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.0,8.5
2965,NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,8.3
2966,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,8.6
2967,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,79.0,6.9
2968,NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,88.0,6.9
2969,NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,75.0,7.9
2970,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,8.3
2971,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7,81.0,7.8
2972,NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,77.0,7.9
2973,NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,8.1
2974,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71,83.0,7.7
2975,NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,81.0,7.3
2978,NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,49.0,5.8
2979,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,8.8
2980,NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,89.0,8.0
2981,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88.0,9.0
2982,NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,78.0,9.1
2983,NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76.0,7.2
2984,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,63.0,8.6
2985,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,7.1
2988,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,3.8
2989,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,78.0,8.3
2990,NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,80.0,7.8
2991,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77.0,6.3
2992,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,74.0,8.4
2993,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,67.0,7.3
2994,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,7.3
2995,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,74.0,7.4
2996,Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35,75.0,7.8
2997,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,7.2
2998,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.97,0.0,0.58,2.42,73.0,7.9
2999,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,7.5
3000,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,8.6
3001,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28,77.0,8.7
3003,Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,72.0,8.2
3004,Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13,65.0,7.0
3005,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.07,82.0,8.5
3006,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32,74.0,8.5
3007,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,9.1
3008,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,83.0,8.5
3009,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83.0,8.8
3010,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,80.0,9.1
3011,Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,82.0,8.5
3012,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,6.1
3014,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72.0,7.8
3015,Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48,62.0,7.8
3016,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,62.0,6.2
3017,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,72.0,7.1
3018,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73.0,6.0
3019,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,61.0,6.9
3020,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,7.1
3021,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,74.0,7.4
3022,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,5.9
3023,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.0,0.05,0.38,2.05,59.0,5.9
3024,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64.0,5.9
3026,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,6.8
3027,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,6.2
3028,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,59.0,6.7
3029,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.08,65.0,4.9
3036,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65.0,7.1
3037,NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,66.0,8.8
3038,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,7.7
3041,Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,61.0,8.5
3043,NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,66.0,4.4
3044,Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,70.0,7.5
3045,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,57.0,7.8
3046,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,82.0,6.5
3047,Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,82.0,8.8
3053,New Super Mario Bros.,DS,2006,Platform,Nintendo,11.28,9.14,6.5,2.88,29.8,89.0,8.5
3054,NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45,66.0,6.9
3055,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,7.1
3056,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,7.1
3057,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,8.4
3058,NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42,80.0,8.9
3059,NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,81.0,8.8
3060,NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,81.0,8.0
3061,NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,8.7
3062,NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,78.0,6.5
3064,NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,73.0,7.4
3067,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,3.1
3068,NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78.0,8.5
3069,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79.0,8.4
3070,NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,9.3
3071,NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,76.0,4.6
3072,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,5.3
3073,NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,6.6
3074,NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,75.0,7.7
3075,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86.0,6.9
3076,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85.0,8.2
3077,NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,88.0,8.4
3078,NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,88.0,7.7
3080,NHL 09,PC,2008,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,62.0,4.1
3081,NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0.0,0.06,0.45,75.0,8.3
3082,NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,77.0,6.2
3083,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,75.0,5.6
3084,NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,81.0,5.8
3085,NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,83.0,7.5
3086,NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,6.1
3087,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,6.6
3088,NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,7.9
3090,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,71.0,7.4
3092,NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,69.0,6.7
3095,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,5.4
3103,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0.0,0.0,0.03,0.43,60.0,6.0
3113,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.32,0.02,0.04,0.03,0.41,69.0,8.5
3115,Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91.0,8.8
3116,Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94.0,8.7
3117,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,8.0
3118,Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88.0,7.5
3119,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,7.8
3120,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12,49.0,6.0
3122,Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,20.0,1.7
3123,Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,80.0,8.3
3126,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13,49.0,7.1
3127,No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83.0,8.4
3131,Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,76.0,8.0
3132,Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,70.0,8.8
3137,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,7.6
3142,NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,45.0,7.4
3143,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,44.0,7.3
3148,Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,65.0,8.9
3149,Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04,66.0,8.4
3150,Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.11,0.0,0.0,0.01,0.12,53.0,8.1
3154,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,8.0
3155,Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,9.1
3156,Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83.0,8.6
3157,Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93.0,9.3
3158,Okami,Wii,2008,Action,Capcom,0.43,0.09,0.04,0.05,0.6,90.0,8.9
3161,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67.0,8.5
3162,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,39.0,6.4
3163,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,8.0
3164,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85.0,8.6
3166,Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,8.9
3167,Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,60.0,6.8
3174,Open Season,X360,2006,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,7.3
3176,Open Season,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07,49.0,5.6
3178,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.01,0.07,46.0,7.0
3179,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,8.3
3180,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,65.0,6.3
3181,Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,65.0,7.7
3195,Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,7.7
3198,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,8.8
3199,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0.0,0.0,0.04,82.0,8.1
3200,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21,49.0,6.0
3201,Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0.0,0.07,0.54,58.0,8.6
3202,Over the Hedge,GC,2006,Platform,Activision,0.27,0.07,0.0,0.01,0.35,61.0,9.3
3203,Over the Hedge,DS,2006,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,6.4
3208,Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76.0,8.3
3209,Overlord,PC,2007,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,81.0,8.1
3210,Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,7.7
3216,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63.0,5.2
3219,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,66.0,7.3
3220,Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.07,61.0,6.0
3221,Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,57.0,7.8
3223,Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,54.0,7.4
3225,Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,7.1
3234,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02,81.0,8.1
3235,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,68.0,7.4
3239,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87.0,9.4
3241,PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,67.0,5.2
3242,ParaWorld,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,71.0,8.3
3244,Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,7.4
3246,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86.0,8.7
3247,Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,8.3
3258,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51.0,5.4
3259,Peggle Nights,PC,2008,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02,76.0,8.1
3263,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,7.3
3264,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,7.8
3272,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,82.0,8.2
3273,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,8.5
3274,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,7.5
3275,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81.0,8.3
3276,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,6.4
3277,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,28.0,3.2
3306,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64.0,7.8
3307,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,8.5
3308,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,7.4
3310,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,81.0,7.9
3311,Phantom Dust,XB,2004,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,81.0,8.5
3312,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.0,9.2
3317,Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83.0,8.7
3319,Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,9.1
3320,Pimp My Ride,Wii,2008,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,3.8
3321,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,3.8
3323,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,73.0,8.1
3327,Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,0.41,0.03,0.0,0.04,0.47,82.0,8.8
3329,Ping Pals,DS,2004,Misc,THQ,0.1,0.0,0.0,0.01,0.11,28.0,3.9
3335,Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,76.0,7.6
3336,Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.73,55.0,6.9
3337,Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.45,53.0,7.2
3338,Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.42,61.0,7.0
3339,Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,0.2,0.16,0.0,0.05,0.42,54.0,7.0
3341,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,5.3
3342,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.47,70.0,5.6
3343,Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,0.25,0.0,0.0,0.02,0.28,52.0,8.0
3344,Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,8.6
3345,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51.0,7.5
3348,Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02,42.0,7.0
3350,Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70.0,8.9
3351,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0.0,0.0,0.08,73.0,8.6
3352,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0.0,0.0,0.07,73.0,7.8
3353,Planet Puzzle League,DS,2007,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,8.2
3357,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,7.5
3358,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61.0,4.1
3366,PokÌ©mon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,76.0,9.0
3368,PokÌ©mon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0.0,2.02,62.0,8.1
3370,PokÌ©mon Platinum Version,DS,2008,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,7.72,83.0,8.5
3373,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58,53.0,6.7
3374,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,5.9
3379,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15,69.0,7.6
3380,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.28,68.0,8.2
